AT,V,AP,RH,PE
19.68,56.65,1020.75,67.25,468.8271870009669
12.45,43.67,1013.61,91.34,488.26429211875376
23.6,57.17,1009.84,74.27,457.2395229676277
19.99,65.94,1012.28,75.42,458.30617278201873
16.2,65.46,1013.97,89.84,464.0037609438847
25.65,69.45,1013.95,50.42,447.3191731661333
20.51,68.08,1012.73,78.05,458.9370701776107
29.34,70.94,1007.82,62.43,444.6665511159168
13.93,40.2,1013.41,89.86,479.7485250415969
23.77,59.21,1011.97,80.08,452.8356878890584
29.08,67.79,1010.91,55.96,455.9330931697888
7.69,43.02,1014.51,85.23,499.24740814868295
31.24,68.3,1015.89,42.84,447.5078553064508
6.17,40.07,1013.7,58.99,507.8007781130569
17.95,59.15,1012.73,84.27,460.1162224395784
30.88,69.51,1011.48,46.58,446.0097691220592
12.79,44.03,1007.46,95.93,474.351464391858
20.25,63.91,1009.27,97.97,460.8713974938971
23.72,66.48,1003.61,73.75,449.4982734630658
10.38,37.73,1021.5,75.02,487.6725524100285
20.08,63.09,1019.0,77.06,460.4305003504967
22.91,60.07,1016.03,59.72,459.3456790272156
14.22,37.85,1011.24,88.49,482.2272416319879
31.49,69.13,1009.33,53.9,437.7232200555468
7.19,41.39,1018.12,90.76,499.0474640650946
17.44,45.01,1013.65,75.13,470.6402165917929
7.55,39.22,1014.53,77.76,494.2417293631352
11.92,40.62,1016.66,55.25,481.05141754016313
21.26,51.43,1009.96,80.66,467.7577321409683
18.36,62.1,1019.9,79.09,465.6460609970411
7.17,39.4,1011.48,90.38,496.3955589004918
12.59,39.72,1017.76,61.14,482.8676238885488
18.59,65.06,1015.75,80.72,461.3999558208964
21.83,63.13,1013.4,85.82,456.29100144806176
13.58,44.47,1029.91,70.41,481.89300130232175
25.82,61.08,1013.64,66.4,459.5088450972638
11.41,41.54,1019.94,66.49,489.3116439197341
23.27,68.28,1005.01,74.83,458.6386772828046
13.86,35.71,1015.21,63.16,482.4668889362641
21.67,60.84,1017.93,81.63,455.1199435025926
22.12,60.37,1008.75,92.13,451.46824564496416
26.39,49.16,1005.68,56.18,456.3445594100031
13.31,41.26,1020.83,79.55,475.1605851785057
16.24,41.93,1021.66,44.91,481.7562941073592
20.71,58.79,1017.48,86.67,457.0764397945193
16.98,63.09,1020.44,95.18,462.0385120301957
26.38,49.5,1012.82,37.19,469.9346645737397
27.58,57.19,1007.88,52.95,448.065319757359
26.38,71.58,1011.02,80.9,447.11384570180326
17.18,46.0,1002.74,100.1,466.56321192295087
19.96,39.53,1006.16,62.77,471.92452582254
24.22,68.51,1013.23,74.96,452.7530901237809
27.66,59.21,1013.12,51.58,451.1305996856148
15.97,45.01,1016.58,83.24,468.4872814625791
25.21,69.48,1010.99,75.27,449.47760409371256
21.69,57.17,1011.75,82.63,461.0001646608941
8.2,41.14,1025.24,96.26,489.1452300717972
28.62,68.24,1010.15,69.31,440.2519262491039
13.94,47.83,1004.83,81.2,476.88153336462096
16.58,37.64,1015.23,81.59,472.2829448211613
16.71,42.99,1007.72,75.35,477.7188173406735
9.68,40.77,1022.04,85.23,486.1601524336322
11.08,38.16,1014.45,74.99,484.3961531851064
20.45,59.8,1015.13,79.21,465.28487597477965
25.55,71.64,1009.09,79.35,451.280941530578
13.24,40.83,1007.9,87.53,484.325731136149
27.23,71.77,1006.59,77.94,438.0715428888488
16.29,44.34,1019.49,59.36,481.7500218474176
26.65,66.48,1005.7,65.09,449.3725499675235
24.87,58.33,1013.76,54.55,453.5445809742023
23.23,71.77,1005.01,88.1,445.9837926402057
4.23,38.44,1016.46,76.64,500.3594727402543
23.97,68.67,1006.63,76.83,452.3689123452529
18.32,66.51,1015.18,81.5,472.31520991708913
26.88,69.51,1012.76,45.03,450.2663054865312
21.98,55.5,1017.89,57.9,469.3459009532668
31.68,73.68,1014.85,64.0,443.84741730122215
20.35,68.61,1011.17,86.69,461.9884649936032
24.8,59.87,1018.79,60.79,454.1720925824794
14.73,58.2,1019.45,82.48,469.6264572090018
21.47,70.32,1011.72,88.36,450.5747358497589
14.56,25.88,1009.46,78.22,476.96961342442
4.84,38.5,1011.96,81.62,504.2462373163417
28.69,67.25,1017.71,53.83,445.2881598574588
25.09,69.68,1012.18,91.33,451.2827990908013
7.61,43.22,1014.8,86.92,490.1468709267832
13.55,42.99,1007.58,97.55,483.2057356910768
19.69,56.65,1020.72,70.86,468.9954717173689
26.63,62.44,1010.86,70.82,451.1737040252671
18.55,61.87,1008.45,65.3,461.9029971967612
27.83,59.57,1011.22,71.05,455.6142962443904
22.99,46.21,1010.71,60.11,456.1513689258561
15.14,39.72,1002.96,72.52,473.267986015284
14.4,41.26,1021.41,73.11,475.1283323186657
9.55,40.67,1018.56,70.72,498.9850636765567
24.86,65.34,1012.99,60.33,460.1490337235852
13.33,38.47,1015.42,58.27,478.960527315325
12.46,40.73,1017.53,93.47,475.20126975509766
14.38,40.73,1017.48,90.64,476.4365679360645
6.13,40.81,1026.31,91.66,496.4906268032898
11.74,43.56,1015.14,70.72,490.4300455723188
24.44,59.14,1016.74,71.82,456.2554981454216
16.09,44.2,1019.39,67.24,472.9384015205957
24.68,48.06,1013.83,54.97,460.4833569341666
18.2,45.01,1013.82,68.14,464.89626223290975
7.1,41.74,1022.25,91.07,495.6936622233705
13.24,54.3,1017.05,81.99,479.3831169935273
23.65,59.92,1010.19,89.53,448.8519046098572
21.7,60.77,1018.07,88.15,456.4574077562482
12.77,40.71,1014.66,72.81,484.3940546129952
27.78,73.56,1007.05,95.32,450.75362304893287
21.57,69.23,1011.94,81.73,449.2907678408892
22.75,57.76,1017.83,66.54,465.68291219212057
10.72,41.38,1021.6,63.77,489.29478930528336
26.91,61.5,1009.47,55.26,448.31609652045614
12.78,44.6,1013.64,77.56,481.05079880278464
11.8,43.22,1008.57,78.01,482.0592353205634
21.99,42.48,1011.77,74.04,468.69189323477286
14.44,42.32,1015.61,76.85,475.33380867038994
6.1,40.07,1020.21,67.24,506.1811184708292
23.05,62.52,1016.5,65.65,463.22155234332666
13.32,43.22,1009.45,75.3,479.97887243357513
17.65,59.87,1018.58,94.65,462.4775472311524
27.43,63.87,1017.6,43.33,454.54549127456704
28.19,67.45,1013.97,49.76,445.8019246461964
23.74,52.3,1008.88,76.34,456.3809212289869
35.56,68.94,1006.56,38.75,442.5642146522269
26.48,66.54,1011.61,51.9,451.7871189419966
13.74,38.73,1004.34,82.82,482.4459066923472
6.9,39.81,1016.74,88.24,495.62524083441866
22.29,61.27,1019.05,58.23,463.3077556400898
26.39,49.02,1007.62,70.82,450.90373708048986
17.48,40.89,1011.39,62.45,473.6120967490587
7.69,38.06,1020.72,83.47,495.8214476865008
19.3,65.59,1014.07,81.98,462.8317773511183
9.6,37.73,1021.87,77.75,493.1019505474402
17.76,40.55,1002.82,73.77,474.7047947749936
19.79,44.9,1008.66,72.68,466.5837876737562
10.61,41.58,1021.08,93.06,478.3654394472864
23.45,66.48,1003.66,75.83,448.01473608173
23.56,51.86,1014.04,73.9,460.281107728731
25.54,60.37,1006.49,71.54,448.9941127809943
8.39,52.72,1026.06,86.76,487.4151041378582
8.04,40.64,1020.64,89.26,488.4982351172733
22.07,69.94,1011.18,80.86,453.4025462261589
29.6,69.82,1010.49,61.66,451.9521389067128
5.29,41.38,1020.62,83.83,503.8266276476429
17.33,53.16,1013.77,82.77,473.3158218756376
23.96,58.33,1013.37,59.97,458.48347901513887
17.3,62.1,1020.28,88.06,462.67939745141166
9.54,41.17,1019.79,65.61,492.53990743070216
26.65,74.67,1015.73,77.32,447.5704760793794
29.72,74.78,1009.32,55.25,452.6316924244664
23.68,51.3,1011.86,71.24,464.3275024006698
22.99,46.93,1014.15,49.42,463.153444956538
31.3,67.17,1007.27,62.99,445.7628773681165
33.82,77.17,1008.96,58.91,448.9606022083103
20.21,59.14,1016.0,70.38,460.6948119057752
15.11,56.03,1020.27,89.95,475.5887672719291
17.75,49.25,1020.86,63.67,465.74502207680473
13.97,40.24,1018.32,88.72,479.4062058806318
22.49,62.52,1016.57,63.69,465.7435344113088
11.59,40.05,1014.96,86.22,486.8418529780332
31.44,64.44,1014.04,49.15,450.9510650523301
12.07,41.17,1013.54,71.32,491.4974403713474
15.5,49.25,1021.41,77.92,465.26808244355135
23.02,59.21,1011.74,83.18,452.5831660330208
9.01,40.77,1022.37,90.3,482.9722077712573
13.17,36.71,1012.82,72.76,489.05047570256784
21.47,60.77,1018.06,85.73,455.82764034175545
30.26,59.22,1013.18,61.08,454.8627614026616
23.74,49.5,1013.2,49.51,475.8821021737879
18.41,44.89,1009.75,77.24,461.0675682860227
9.51,39.22,1015.3,72.41,486.5902644190863
6.24,35.77,1019.24,70.7,496.6210792849613
8.28,40.77,1011.55,89.79,492.00967707038257
12.59,44.34,1017.01,85.57,485.2425581338677
8.49,43.69,1016.93,85.63,497.4889793314984
28.73,50.05,1005.79,52.4,448.9280209011002
26.77,68.08,1010.83,63.48,446.07120234164114
12.33,45.51,1016.49,79.2,483.4816635356314
20.13,47.03,1012.59,83.03,473.18113436981065
27.92,69.23,1013.21,44.43,448.3105976988865
25.13,57.69,1007.43,78.43,450.86031726590033
22.61,42.8,1014.24,69.71,473.2722162604102
13.5,45.51,1015.33,86.95,481.28911857893496
16.21,50.9,1012.46,84.45,474.8509325204324
28.68,70.72,1009.43,71.33,448.0717270063312
16.38,45.64,1020.47,89.28,474.81794438642993
26.84,70.36,1007.41,71.47,454.86596611147615
30.26,59.22,1013.18,61.08,454.98815828518576
29.11,74.9,1003.31,74.01,445.8979979677616
5.21,35.79,1011.5,95.08,497.70623743876206
28.14,43.21,1011.82,69.32,449.5709676360885
31.41,64.44,1013.84,49.49,451.34341361846464
30.19,64.79,1017.22,42.47,452.5050111865653
16.7,50.88,1015.11,97.25,469.2519023779288
18.93,67.71,1005.04,82.4,456.7620085085092
22.29,56.89,1014.39,84.89,454.6295513977977
7.67,41.66,1016.25,77.0,497.2192632589813
11.89,40.03,1019.53,89.48,485.9404792152962
20.92,70.02,1010.23,95.58,454.9827800351828
26.93,75.23,1010.19,62.12,445.996434873457
12.47,38.25,1012.74,82.89,482.147079432501
16.66,41.16,1007.37,76.82,475.2662049995982
14.23,46.18,1017.39,87.29,474.86844632712433
6.04,41.14,1027.92,87.12,492.2793933910252
23.6,48.98,1015.41,48.28,460.9036130711936
25.06,64.63,1020.66,54.93,460.2514315940096
12.11,41.17,1019.46,62.59,485.9208498879535
24.1,68.61,1010.97,74.87,454.7991159590861
10.59,41.54,1019.94,72.52,492.8374612548776
21.27,57.5,1014.53,80.76,464.3612940468572
24.31,65.94,1011.5,61.61,454.9227887217163
6.94,39.61,1017.74,81.43,493.3001165146665
24.96,60.84,1018.13,59.51,454.78749915135535
21.24,60.84,1017.99,82.22,457.00283477573527
30.66,70.98,1007.6,72.08,448.1415891806869
13.6,39.82,1013.34,86.1,484.4804008700641
22.51,59.21,1018.35,71.97,456.94579134428506
15.09,43.13,1015.71,54.36,479.5110354757092
29.27,64.69,1006.85,55.79,450.7733229246536
21.82,65.27,1013.86,72.81,459.4911206226092
9.13,39.16,1014.14,86.17,496.5170933518234
21.46,46.63,1012.97,71.29,462.8130075396031
22.22,48.98,1015.87,53.18,459.3558619085511
12.72,40.64,1021.11,93.24,487.8863972547655
20.32,39.72,1002.0,51.71,470.1325960567893
20.14,46.93,1014.66,64.22,466.8044454082688
11.35,40.66,1016.86,96.4,478.6668643496413
30.62,66.75,1017.68,53.68,444.8404912655552
12.82,38.62,1018.71,83.8,481.37455583540185
20.73,69.94,1009.9,82.12,459.452839757198
23.94,63.21,1013.52,83.12,452.1067690314402
7.63,40.56,1023.13,81.01,501.2232041146952
10.24,41.17,1019.73,82.04,491.8264540453756
13.01,41.17,1017.26,76.2,481.22686339774793
28.75,70.02,1010.33,46.55,452.0671650432023
11.93,38.78,1013.15,96.08,487.5020227661615
6.99,40.07,1014.83,54.36,503.4492852136197
19.04,43.43,1009.25,68.74,464.89813768086447
32.33,69.89,1014.18,50.93,439.7298512805281
31.1,71.32,1008.09,45.87,450.62094695153473
26.63,73.68,1015.15,85.13,440.1166596554135
14.79,41.04,1025.32,75.81,469.3145213701548
12.36,37.73,1021.36,65.45,483.514013470592
23.68,68.3,1017.93,84.16,451.0640840991317
7.74,42.49,1009.07,90.11,492.70927011415415
15.69,39.3,1019.03,60.57,477.169715561152
10.94,39.04,1021.81,86.02,491.312042552068
20.24,56.65,1020.72,62.9,468.202081057807
21.28,70.72,1010.29,86.22,456.3337087387486
21.95,50.66,1013.92,70.94,466.59991670901735
22.24,41.1,1001.96,42.6,465.3482846275232
12.2,39.72,1018.07,54.83,483.8214037621024
10.22,38.18,1018.01,70.7,486.2987922584802
14.66,41.76,1022.12,78.13,476.3941813393235
18.4,50.16,1011.51,98.07,465.8076698956317
11.74,40.71,1020.64,82.15,480.74411776833847
12.93,43.13,1014.91,55.7,488.0088760435519
13.78,38.28,1014.8,81.19,479.4591969794957
28.34,63.77,1013.7,61.13,452.6646739642848
23.49,73.18,1012.4,90.05,449.5028221887142
22.56,48.92,1010.7,51.63,456.624991954904
15.45,45.0,1023.63,70.74,481.5277181499298
16.39,41.96,1011.7,94.85,477.7968363512242
15.24,40.0,1017.34,65.16,467.5749665665428
6.57,39.37,1020.2,77.37,499.6649843617352
22.84,59.39,1014.61,80.36,456.0892589970279
29.63,69.59,1008.3,72.53,449.7524570987151
14.85,39.39,1013.93,76.27,482.50418816999087
20.73,41.1,1001.86,47.51,468.093091252473
32.9,68.51,1012.95,50.09,442.0362884470665
9.91,39.64,1010.57,75.82,491.0350897049369
23.02,59.21,1011.74,83.18,452.8193527220132
25.35,71.98,1006.83,88.44,445.34044013891366
13.48,41.26,1021.92,78.24,479.9317448648919
10.68,37.92,1009.59,65.05,486.5679757754278
14.1,44.84,1025.09,79.42,479.8595042090818
25.26,65.61,1014.43,58.35,458.6340706294357
18.87,60.07,1015.15,70.91,465.8212160110205
24.62,68.31,1010.45,75.18,460.7730255107967
24.44,59.21,1017.36,61.45,456.6052994861915
27.51,71.32,1007.59,80.02,446.2824260007088
28.92,72.43,1007.03,66.14,443.0838552459048
29.72,68.08,1010.72,53.46,441.4371259081733
23.05,58.86,1013.84,62.21,457.1972956053157
15.52,41.93,1022.97,52.92,482.8975788790644
15.33,42.28,1008.19,66.15,477.2124163022073
14.46,45.87,1008.26,89.44,471.72356728816976
27.91,63.76,1010.27,65.67,447.5766002662192
24.04,72.43,1008.02,87.2,451.38974241044576
8.94,42.07,1018.9,85.93,485.99821258063713
11.1,40.92,1021.98,94.14,474.6513246255013
18.22,58.2,1017.09,81.92,464.4521147063018
14.29,39.59,1012.36,92.38,476.3556249229212
28.24,71.58,1010.1,67.92,447.4702872235469
13.86,41.78,1010.75,57.9,478.8538916481703
20.19,66.86,1012.97,64.7,467.1093505320153
11.4,52.75,1023.31,75.7,477.7571509618352
11.76,39.28,1016.9,91.06,491.30806036262845
24.2,68.67,1006.72,78.08,455.5001270362324
25.76,65.48,1017.82,54.77,451.869284911265
23.13,71.25,1002.49,94.59,443.6186108950462
16.9,38.58,1014.09,70.11,472.9572585220503
18.97,50.59,1016.01,74.9,473.46272103503645
23.94,51.95,1008.61,73.42,461.5860392805298
24.97,58.95,1017.19,56.24,450.9187885156964
26.65,63.78,1015.32,53.95,450.7884182588217
21.18,60.1,1011.02,78.19,464.0295233716391
22.95,63.94,1013.91,81.52,450.3557874042515
18.85,48.06,1012.52,67.88,463.48695046103546
11.36,40.75,1016.34,85.19,490.2188591228058
11.05,40.75,1016.55,87.08,489.8588691997238
9.41,43.5,1021.0,88.74,487.939140600708
29.05,75.6,1017.63,51.16,452.91707806280607
31.2,68.24,1005.71,34.84,441.2044085384005
12.58,39.72,1018.08,64.25,482.4158877820434
8.39,36.3,1015.39,62.23,492.79548718097647
26.8,49.3,1003.86,62.75,452.1409666244948
13.84,42.18,1015.74,79.76,483.0179393255869
20.08,62.52,1017.99,75.74,462.30716317461264
4.47,35.19,1018.78,92.68,501.04286796628327
7.0,41.55,1001.43,97.12,494.2853232126144
20.12,58.12,1015.47,79.38,466.5151572917424
23.53,50.05,1005.63,78.4,455.5646035208596
30.62,64.69,1006.23,52.06,449.51667122016335
32.25,77.54,1010.46,54.57,443.45408431331896
27.75,65.34,1014.8,45.91,453.705525235232
16.62,39.99,1007.07,77.14,474.2817443207349
29.42,56.9,1006.51,53.6,450.9699494673388
14.04,48.79,1017.62,75.25,475.3896420498684
22.32,47.93,1004.07,86.95,452.7404855440817
22.04,58.05,1013.11,85.22,458.603398384582
14.52,44.84,1023.51,88.51,480.1008149173194
5.37,40.07,1012.75,63.58,505.9418148876388
26.9,69.59,1008.9,85.08,445.0048943714619
24.46,68.61,1011.02,76.66,452.4184557725884
30.6,72.29,1010.54,41.52,454.7758108152712
25.46,56.89,1012.59,62.9,455.72283152239993
4.31,38.5,1011.75,82.08,505.2835352310729
14.17,42.99,1007.38,78.88,482.3809897193731
30.8,73.56,1007.39,75.78,444.0620987861108
7.16,38.56,1019.17,70.1,498.905465859777
13.35,41.44,1015.9,66.04,486.4275139221058
15.16,40.73,1017.7,86.37,470.2938270127526
9.16,41.03,1021.3,76.08,495.7026856074936
10.13,38.16,1013.57,79.04,486.7330040095909
20.04,49.39,1020.62,78.84,461.78178895760834
17.34,44.06,1015.84,74.88,469.63358323890907
21.19,50.16,1005.81,84.27,461.8216621933805
24.97,68.61,1011.08,58.94,461.0924220655471
12.39,49.83,1007.6,92.43,480.5899381810697
23.59,59.43,1009.96,65.8,452.9284546800765
23.61,63.94,1012.9,87.06,452.8680741166869
25.14,69.13,1011.15,85.67,447.4784078450749
26.12,63.31,1013.97,51.6,451.281317337898
9.94,41.44,1015.21,87.02,494.306425890284
23.81,57.5,1015.53,70.66,460.4116100706052
19.5,52.72,1025.21,50.21,468.3378593928768
27.35,77.95,1017.43,73.36,450.59738948051535
9.37,44.77,1020.61,87.31,486.9223433522692
13.31,41.26,1020.83,79.55,475.6817210205402
18.94,47.83,1005.18,78.59,468.8368305435221
28.03,68.67,1005.52,58.16,451.89977333336327
18.32,65.94,1012.74,86.77,463.11816586734034
22.03,64.69,1007.21,75.75,452.2055227234394
30.34,71.25,1000.94,67.29,444.9328526344845
27.43,63.87,1017.6,43.33,455.00748134255815
15.18,43.67,1011.59,92.58,478.8964516183947
25.31,65.48,1018.31,55.57,451.0774250437093
19.23,41.67,1012.53,48.86,479.5603366930423
10.39,40.22,1006.59,87.77,491.1770622213518
13.25,49.83,1008.76,88.21,464.92634683825247
15.47,38.73,1001.13,77.61,479.0929445983916
29.92,69.75,1009.12,67.15,452.3607542515722
26.89,49.16,1003.84,41.22,453.83272113580017
18.2,52.72,1025.87,54.26,476.48601019524034
23.62,67.45,1014.63,59.8,451.0502111046037
12.08,40.75,1015.84,86.9,488.58493960292185
29.13,47.93,1002.5,49.1,446.7632263664224
19.83,59.44,1012.98,91.24,459.1137943813616
14.73,39.82,1012.67,80.82,484.8623182185072
24.74,59.21,1012.18,74.2,451.9912900246004
26.52,73.21,1002.3,95.38,448.1250357696287
14.49,44.84,1024.09,86.55,477.0171162098178
14.6,44.47,1028.46,69.96,477.0962093972431
14.81,39.58,1011.62,73.64,479.7483370862067
10.7,36.18,1018.16,63.15,487.5767821614955
13.9,40.2,1013.13,89.91,475.0823634345728
27.33,51.43,1006.18,67.6,450.93495770333766
6.87,39.85,1012.66,83.34,498.07339301650313
11.42,41.38,1021.98,60.19,492.24519953997634
18.35,57.76,1019.64,77.94,471.5877520129511
9.66,40.05,1015.78,89.06,494.07342436771074
24.19,46.21,1010.79,62.04,453.63009339195816
23.72,58.62,1016.32,71.17,459.7147661032317
9.06,41.92,1029.9,90.88,485.72523506372215
28.31,74.33,1011.89,69.77,440.57632152707816
7.08,39.99,1010.55,91.44,496.3541953231989
11.7,41.16,1017.98,95.71,477.3182224673952
25.69,64.45,1013.05,42.0,463.5321884770594
29.29,73.18,1012.4,66.65,442.006958709856
9.37,38.56,1016.84,62.07,494.4751970409147
24.81,59.87,1018.56,61.18,456.8365952384572
6.4,39.9,1007.75,86.55,499.7142984637378
14.43,44.47,1028.57,70.7,477.8445595913185
9.94,40.46,1018.9,68.51,486.13961246815927
10.58,41.49,1020.43,91.9,484.19645216168055
10.42,39.35,1015.21,89.75,491.1510726809571
24.13,48.98,1014.74,40.13,473.12223476107215
27.22,66.49,1013.45,42.41,447.96521595970216
5.62,41.38,1020.91,86.21,503.5819272480976
23.49,73.18,1012.4,90.05,449.6355768063414
9.09,41.92,1029.36,91.0,492.9091408883969
28.6,61.86,1011.86,62.13,451.0909510659372
12.84,40.8,1026.95,69.86,487.66737456850456
7.03,41.74,1021.92,86.44,499.4100437730642
24.8,59.87,1018.79,60.79,452.6857702219114
10.38,43.02,1013.37,78.53,487.7391444270584
28.16,70.4,1003.77,83.17,446.1518966075611
14.72,39.0,1016.42,76.42,479.16789833048216
27.81,66.51,1016.11,48.48,452.87468037443
6.86,38.08,1019.62,77.37,499.2910394772935
25.06,62.39,1008.09,82.56,449.6271385389928
13.55,40.1,1014.57,81.48,480.80184382879577
23.05,48.98,1015.64,49.33,457.1611126696392
17.98,59.15,1012.09,83.03,463.92373401061263
6.93,39.81,1017.25,87.29,495.81404802940216
23.71,68.63,1014.54,46.04,462.4653075475109
30.7,74.22,1008.12,50.39,445.2601820482309
23.39,71.25,1005.22,93.7,449.2557793367842
12.65,41.93,1023.07,65.05,492.42523854474223
13.86,37.85,1011.4,89.7,483.72200761483634
26.06,67.83,1009.26,66.37,444.1474268652726
29.54,69.48,1008.91,56.07,439.8252960243174
28.57,69.34,1007.98,65.55,453.221158024417
20.78,58.86,1016.02,77.29,456.8364515616579
32.92,69.05,1000.74,39.61,440.2249622414306
28.22,76.2,1006.11,62.17,450.4907183597717
29.86,59.57,1011.24,64.02,452.0643512663511
25.88,71.73,1010.01,72.8,443.16255985231817
25.84,69.14,1009.22,88.47,444.37906162367216
14.4,42.18,1015.47,77.7,477.23127627007375
26.62,65.12,1016.0,43.24,453.03531694116606
16.43,48.06,1010.73,61.26,473.41341960288537
29.23,75.6,1017.72,52.26,452.941266764976
14.28,42.77,1020.06,81.77,477.8500062718905
24.15,64.63,1020.72,58.06,460.50632920680937
14.4,40.2,1013.04,90.5,476.34668089814494
30.58,68.84,1011.34,51.29,450.87521417379264
15.9,41.35,1005.35,92.89,476.7275847587466
23.02,67.25,1017.17,72.0,456.6716094381726
21.26,50.32,1008.41,87.22,457.8152509492785
6.03,41.14,1028.04,87.46,490.9175467680062
11.57,44.63,1020.7,91.11,483.1026930165558
6.75,39.37,1020.26,70.99,497.9946729068533
13.47,43.34,1012.75,87.04,483.3315686135694
9.48,40.11,1025.49,73.81,483.83950299358605
33.6,74.33,1012.31,35.66,441.6694410600854
16.97,39.16,1005.7,69.13,470.3110277954844
20.64,49.21,1014.86,58.47,465.93443699345374
18.23,60.95,1016.74,78.85,468.54977041097055
15.16,40.73,1017.7,86.37,471.4941079370372
14.07,42.99,1007.57,96.05,481.05023500403513
32.66,73.68,1014.64,40.88,437.154654815828
28.61,69.84,1004.24,67.74,441.86698518870384
31.73,73.42,1010.8,61.81,443.2497466827239
23.64,63.31,1014.5,61.83,453.26918706930206
22.07,69.94,1011.18,80.86,452.2072512054496
19.48,58.79,1017.6,88.72,462.5083520061485
